Season,Team,Date,h_a,PPDA,OPPDA
15-16,Rayo Vallecano,2016-05-15 21:30:00,h,9.25925925925926,18.823529411764707
15-16,Valencia,2015-08-23 00:30:00,a,9.777777777777779,5.117647058823529
15-16,Valencia,2015-08-30 22:30:00,h,7.913043478260869,8.142857142857142
15-16,Valencia,2015-09-12 20:15:00,a,6.827586206896552,10.1
15-16,Valencia,2015-09-19 20:15:00,h,3.8076923076923075,12.894736842105264
15-16,Valencia,2015-09-22 22:00:00,a,5.620689655172414,7.34375
15-16,Valencia,2015-09-25 22:30:00,h,8.375,3.0434782608695654
15-16,Valencia,2015-10-04 18:00:00,a,11.894736842105264,7.823529411764706
15-16,Valencia,2015-10-18 00:00:00,h,8.727272727272727,5.333333333333333
15-16,Valencia,2015-10-25 23:30:00,a,8.857142857142858,5.452830188679245
15-16,Valencia,2015-10-31 21:15:00,h,5.541666666666667,8.928571428571429
15-16,Valencia,2015-11-07 19:00:00,a,7.733333333333333,5.375
15-16,Valencia,2015-11-22 01:00:00,h,10.342857142857143,8.0
15-16,Valencia,2015-11-29 23:30:00,a,11.142857142857142,4.487804878048781
15-16,Valencia,2015-12-05 23:30:00,h,19.142857142857142,4.636363636363637
15-16,Valencia,2015-12-13 19:00:00,a,5.303030303030303,5.105263157894737
15-16,Valencia,2015-12-19 19:00:00,h,6.148148148148148,9.806451612903226
15-16,Valencia,2015-12-31 19:00:00,a,9.08,6.40625
15-16,Valencia,2016-01-03 23:30:00,h,8.676470588235293,6.925
15-16,Valencia,2016-01-10 19:00:00,a,12.647058823529411,6.0
15-16,Valencia,2016-01-17 15:00:00,h,8.4,5.526315789473684
15-16,Valencia,2016-01-24 21:15:00,a,9.833333333333334,8.4
15-16,Valencia,2016-01-31 19:00:00,h,3.774193548387097,9.137931034482758
15-16,Valencia,2016-02-07 19:00:00,a,3.8157894736842106,5.128205128205129
15-16,Valencia,2016-02-13 23:30:00,h,5.476190476190476,6.428571428571429
15-16,Valencia,2016-02-21 21:15:00,a,9.033333333333333,7.696969696969697
15-16,Valencia,2016-02-28 19:00:00,h,19.666666666666668,8.61111111111111
15-16,Valencia,2016-03-02 23:00:00,a,6.16,5.05
15-16,Valencia,2016-03-06 23:30:00,h,8.258064516129032,6.696969696969697
15-16,Valencia,2016-03-13 15:00:00,a,8.95,8.11111111111111
15-16,Valencia,2016-03-20 21:15:00,h,6.342105263157895,6.0
15-16,Valencia,2016-04-02 20:15:00,a,10.9,5.482758620689655
15-16,Valencia,2016-04-10 18:00:00,h,6.866666666666666,6.076923076923077
15-16,Valencia,2016-04-17 22:30:00,a,16.61111111111111,3.78125
15-16,Valencia,2016-04-20 22:45:00,h,14.31578947368421,10.571428571428571
15-16,Valencia,2016-04-24 20:15:00,a,8.130434782608695,13.458333333333334
15-16,Valencia,2016-05-01 22:30:00,h,9.827586206896552,10.037037037037036
15-16,Valencia,2016-05-08 19:00:00,a,14.681818181818182,14.125
15-16,Valencia,2016-05-13 22:30:00,h,5.722222222222222,5.333333333333333
15-16,Athletic Club,2015-08-23 20:30:00,h,16.51851851851852,6.631578947368421
15-16,Athletic Club,2015-08-30 20:30:00,a,6.275862068965517,9.714285714285714
15-16,Athletic Club,2015-09-13 18:00:00,h,7.222222222222222,6.757575757575758
15-16,Athletic Club,2015-09-20 20:15:00,a,8.588235294117647,6.696969696969697
15-16,Athletic Club,2015-09-23 23:00:00,h,9.324324324324325,12.444444444444445
15-16,Athletic Club,2015-09-27 22:30:00,a,4.794117647058823,6.533333333333333
15-16,Athletic Club,2015-10-04 18:00:00,h,7.823529411764706,11.894736842105264
15-16,Athletic Club,2015-10-18 22:30:00,a,7.138888888888889,6.814814814814815
15-16,Athletic Club,2015-10-26 23:30:00,h,9.76923076923077,9.37037037037037
15-16,Athletic Club,2015-11-01 23:30:00,a,7.72,6.642857142857143
15-16,Athletic Club,2015-11-08 15:00:00,h,4.75,4.444444444444445
15-16,Athletic Club,2015-11-22 21:15:00,a,2.942857142857143,8.966666666666667
15-16,Athletic Club,2015-11-29 21:15:00,a,7.7,4.56
15-16,Athletic Club,2015-12-06 23:30:00,h,8.037037037037036,4.514285714285714
15-16,Athletic Club,2015-12-13 21:15:00,a,9.0,12.652173913043478
15-16,Athletic Club,2015-12-20 21:15:00,h,5.341463414634147,9.4
15-16,Athletic Club,2015-12-30 23:30:00,a,11.35483870967742,5.071428571428571
15-16,Athletic Club,2016-01-03 21:15:00,h,5.431034482758621,6.7407407407407405
15-16,Athletic Club,2016-01-09 21:15:00,a,8.366666666666667,11.25
15-16,Athletic Club,2016-01-17 23:30:00,a,19.647058823529413,5.095238095238095
15-16,Athletic Club,2016-01-24 15:00:00,h,6.769230769230769,9.956521739130435
15-16,Athletic Club,2016-01-30 21:15:00,a,5.738095238095238,6.590909090909091
15-16,Athletic Club,2016-02-06 23:30:00,h,4.903225806451613,10.25
15-16,Athletic Club,2016-02-13 19:00:00,a,13.566666666666666,12.733333333333333
15-16,Athletic Club,2016-02-21 21:15:00,h,3.0,8.56
15-16,Athletic Club,2016-02-28 19:00:00,a,8.61111111111111,19.666666666666668
15-16,Athletic Club,2016-03-02 23:00:00,h,12.68421052631579,13.291666666666666
15-16,Athletic Club,2016-03-06 21:15:00,a,6.081081081081081,9.03225806451613
15-16,Athletic Club,2016-03-13 21:15:00,h,6.844444444444444,12.428571428571429
15-16,Athletic Club,2016-03-20 15:00:00,a,6.269230769230769,12.434782608695652
15-16,Athletic Club,2016-04-03 14:00:00,h,6.131578947368421,14.3125
15-16,Athletic Club,2016-04-10 22:30:00,h,15.35,8.4
15-16,Athletic Club,2016-04-17 14:00:00,a,4.717948717948718,9.761904761904763
15-16,Athletic Club,2016-04-20 22:45:00,h,5.5,11.878787878787879
15-16,Athletic Club,2016-04-24 14:00:00,a,9.0,11.380952380952381
15-16,Athletic Club,2016-05-01 14:00:00,h,6.36,9.043478260869565
15-16,Athletic Club,2016-05-08 19:00:00,a,11.45,12.533333333333333
15-16,Athletic Club,2016-05-14 21:30:00,h,7.545454545454546,19.1875
15-16,Barcelona,2015-08-23 20:30:00,a,6.631578947368421,16.51851851851852
15-16,Barcelona,2015-08-29 22:30:00,h,5.0,9.448275862068966
15-16,Barcelona,2015-09-12 22:30:00,a,10.125,13.5
15-16,Barcelona,2015-09-20 22:30:00,h,4.8125,18.58823529411765
15-16,Barcelona,2015-09-23 22:00:00,a,7.791666666666667,7.3428571428571425
15-16,Barcelona,2015-09-26 18:00:00,h,4.117647058823529,12.483870967741936
15-16,Barcelona,2015-10-03 18:00:00,a,5.666666666666667,9.333333333333334
15-16,Barcelona,2015-10-17 22:30:00,h,10.068965517241379,8.419354838709678
15-16,Barcelona,2015-10-25 21:15:00,h,4.130434782608695,13.538461538461538
15-16,Barcelona,2015-10-31 23:30:00,a,5.25,22.88235294117647
15-16,Barcelona,2015-11-08 19:00:00,h,6.241379310344827,9.96774193548387
15-16,Barcelona,2015-11-21 21:15:00,a,9.818181818181818,12.15625
15-16,Barcelona,2015-11-28 19:00:00,h,15.933333333333334,11.964285714285714
15-16,Barcelona,2015-12-05 23:30:00,a,4.636363636363637,19.142857142857142
15-16,Barcelona,2015-12-12 19:00:00,h,5.375,12.272727272727273
15-16,Barcelona,2015-12-30 23:30:00,h,5.15625,11.551724137931034
15-16,Barcelona,2016-01-02 19:00:00,a,2.5454545454545454,6.595744680851064
15-16,Barcelona,2016-01-09 19:00:00,h,4.823529411764706,12.692307692307692
15-16,Barcelona,2016-01-17 23:30:00,h,5.095238095238095,19.647058823529413
15-16,Barcelona,2016-01-23 19:00:00,a,4.392857142857143,9.6
15-16,Barcelona,2016-01-30 19:00:00,h,4.107142857142857,11.8125
15-16,Barcelona,2016-02-07 15:00:00,a,3.642857142857143,12.857142857142858
15-16,Barcelona,2016-02-14 23:30:00,h,4.878787878787879,9.606060606060606
15-16,Barcelona,2016-02-17 21:30:00,a,3.4285714285714284,25.11764705882353
15-16,Barcelona,2016-02-20 19:00:00,a,9.233333333333333,16.5
15-16,Barcelona,2016-02-28 23:30:00,h,4.2727272727272725,12.423076923076923
15-16,Barcelona,2016-03-04 00:00:00,a,6.653846153846154,12.12
15-16,Barcelona,2016-03-06 19:00:00,a,7.315789473684211,15.264705882352942
15-16,Barcelona,2016-03-12 19:00:00,h,5.517241379310345,20.1
15-16,Barcelona,2016-03-20 19:00:00,a,7.043478260869565,15.56
15-16,Barcelona,2016-04-02 22:30:00,h,5.138888888888889,15.884615384615385
15-16,Barcelona,2016-04-09 22:30:00,a,2.878787878787879,14.736842105263158
15-16,Barcelona,2016-04-17 22:30:00,h,3.78125,16.61111111111111
15-16,Barcelona,2016-04-20 22:00:00,a,8.842105263157896,19.857142857142858
15-16,Barcelona,2016-04-23 22:30:00,h,7.0,28.0
15-16,Barcelona,2016-04-30 22:30:00,a,5.2,36.0
15-16,Barcelona,2016-05-08 19:00:00,h,4.051282051282051,14.5
15-16,Barcelona,2016-05-14 19:00:00,a,7.863636363636363,17.85
15-16,Sporting Gijon,2015-08-23 22:30:00,h,10.933333333333334,6.28
15-16,Sporting Gijon,2015-08-29 20:30:00,a,23.181818181818183,6.8
15-16,Sporting Gijon,2015-09-12 20:15:00,h,10.1,6.827586206896552
15-16,Sporting Gijon,2015-09-20 18:00:00,a,9.28,5.4
15-16,Sporting Gijon,2015-09-23 22:00:00,a,9.576923076923077,4.586206896551724
15-16,Sporting Gijon,2015-09-27 14:00:00,h,6.233333333333333,13.952380952380953
15-16,Sporting Gijon,2015-10-03 22:30:00,a,7.757575757575758,7.305555555555555
15-16,Sporting Gijon,2015-10-19 22:30:00,h,5.136363636363637,9.633333333333333
15-16,Sporting Gijon,2015-10-26 23:30:00,a,9.37037037037037,9.76923076923077
15-16,Sporting Gijon,2015-11-01 21:15:00,h,13.428571428571429,5.84
15-16,Sporting Gijon,2015-11-08 21:15:00,a,16.375,2.888888888888889
15-16,Sporting Gijon,2015-11-22 15:00:00,h,10.68421052631579,10.571428571428571
15-16,Sporting Gijon,2015-11-29 01:05:00,a,14.956521739130435,6.0
15-16,Sporting Gijon,2015-12-06 21:15:00,h,10.5,6.611111111111111
15-16,Sporting Gijon,2015-12-12 23:30:00,a,22.5,3.870967741935484
15-16,Sporting Gijon,2015-12-30 21:30:00,a,7.478260869565218,2.909090909090909
15-16,Sporting Gijon,2016-01-04 23:30:00,h,7.583333333333333,5.1
15-16,Sporting Gijon,2016-01-10 15:00:00,a,8.1875,10.26086956521739
15-16,Sporting Gijon,2016-01-17 19:00:00,a,21.434782608695652,7.172413793103448
15-16,Sporting Gijon,2016-01-22 23:30:00,h,11.2,4.555555555555555
15-16,Sporting Gijon,2016-01-31 19:00:00,a,9.137931034482758,3.774193548387097
15-16,Sporting Gijon,2016-02-07 01:05:00,h,9.125,4.935483870967742
15-16,Sporting Gijon,2016-02-12 23:30:00,h,13.0,5.571428571428571
15-16,Sporting Gijon,2016-02-17 21:30:00,h,25.11764705882353,3.4285714285714284
15-16,Sporting Gijon,2016-02-20 23:30:00,a,6.0,4.121951219512195
15-16,Sporting Gijon,2016-02-27 21:15:00,h,6.5,5.842105263157895
15-16,Sporting Gijon,2016-03-03 23:00:00,a,14.1,6.225806451612903
15-16,Sporting Gijon,2016-03-06 21:15:00,h,9.03225806451613,6.081081081081081
15-16,Sporting Gijon,2016-03-11 23:30:00,a,7.7407407407407405,6.916666666666667
15-16,Sporting Gijon,2016-03-19 19:00:00,h,5.818181818181818,12.28
15-16,Sporting Gijon,2016-04-04 22:30:00,a,8.652173913043478,6.625
15-16,Sporting Gijon,2016-04-10 14:00:00,h,13.476190476190476,6.25
15-16,Sporting Gijon,2016-04-16 20:15:00,a,6.9375,9.45
15-16,Sporting Gijon,2016-04-20 22:45:00,h,10.222222222222221,8.173913043478262
15-16,Sporting Gijon,2016-04-23 22:30:00,a,28.0,7.0
15-16,Sporting Gijon,2016-04-29 22:30:00,h,11.608695652173912,6.258064516129032
15-16,Sporting Gijon,2016-05-08 19:00:00,a,8.95,6.0
15-16,Sporting Gijon,2016-05-15 21:30:00,h,10.21875,13.666666666666666
15-16,Real Madrid,2015-08-23 22:30:00,a,6.28,10.933333333333334
15-16,Real Madrid,2015-08-30 00:30:00,h,5.7272727272727275,25.76923076923077
15-16,Real Madrid,2015-09-12 18:00:00,a,13.842105263157896,8.787878787878787
15-16,Real Madrid,2015-09-19 18:00:00,h,5.241379310344827,11.727272727272727
15-16,Real Madrid,2015-09-23 23:00:00,a,12.444444444444445,9.324324324324325
15-16,Real Madrid,2015-09-26 20:15:00,h,7.0476190476190474,24.363636363636363
15-16,Real Madrid,2015-10-04 22:30:00,a,8.4,9.314285714285715
15-16,Real Madrid,2015-10-17 18:00:00,h,7.15625,31.2
15-16,Real Madrid,2015-10-24 18:00:00,a,12.083333333333334,6.7894736842105265
15-16,Real Madrid,2015-10-31 19:00:00,h,10.59375,35.18181818181818
15-16,Real Madrid,2015-11-08 23:30:00,a,13.523809523809524,14.55
15-16,Real Madrid,2015-11-21 21:15:00,h,12.15625,9.818181818181818
15-16,Real Madrid,2015-11-29 19:00:00,a,11.153846153846153,6.869565217391305
15-16,Real Madrid,2015-12-05 19:00:00,h,10.041666666666666,20.473684210526315
15-16,Real Madrid,2015-12-13 23:30:00,a,7.217391304347826,18.6875
15-16,Real Madrid,2015-12-20 19:00:00,h,10.413793103448276,15.466666666666667
15-16,Real Madrid,2015-12-30 19:00:00,h,15.235294117647058,14.5
15-16,Real Madrid,2016-01-03 23:30:00,a,6.925,8.676470588235293
15-16,Real Madrid,2016-01-09 23:30:00,h,8.612903225806452,13.916666666666666
15-16,Real Madrid,2016-01-17 19:00:00,h,7.172413793103448,21.434782608695652
15-16,Real Madrid,2016-01-24 23:30:00,a,6.484848484848484,12.0
15-16,Real Madrid,2016-01-31 23:30:00,h,5.533333333333333,15.26086956521739
15-16,Real Madrid,2016-02-07 23:30:00,a,8.0,9.35
15-16,Real Madrid,2016-02-13 19:00:00,h,12.733333333333333,13.566666666666666
15-16,Real Madrid,2016-02-21 19:00:00,a,6.043478260869565,9.387096774193548
15-16,Real Madrid,2016-02-27 19:00:00,h,2.891304347826087,14.185185185185185
15-16,Real Madrid,2016-03-03 00:00:00,a,8.7,11.956521739130435
15-16,Real Madrid,2016-03-05 19:00:00,h,9.961538461538462,19.0
15-16,Real Madrid,2016-03-13 23:30:00,a,11.48,11.115384615384615
15-16,Real Madrid,2016-03-20 23:30:00,h,6.916666666666667,21.23076923076923
15-16,Real Madrid,2016-04-02 22:30:00,a,15.884615384615385,5.138888888888889
15-16,Real Madrid,2016-04-09 18:00:00,h,6.375,10.1
15-16,Real Madrid,2016-04-16 18:00:00,a,7.909090909090909,13.56
15-16,Real Madrid,2016-04-21 00:00:00,h,12.1,15.636363636363637
15-16,Real Madrid,2016-04-23 18:00:00,a,8.791666666666666,9.454545454545455
15-16,Real Madrid,2016-04-30 18:00:00,a,6.709677419354839,9.32258064516129
15-16,Real Madrid,2016-05-08 19:00:00,h,14.125,14.681818181818182
15-16,Real Madrid,2016-05-14 19:00:00,a,9.666666666666666,21.0
15-16,Levante,2015-08-24 00:00:00,h,28.333333333333332,4.0344827586206895
15-16,Levante,2015-08-31 00:30:00,a,8.735294117647058,3.7142857142857144
15-16,Levante,2015-09-11 22:30:00,h,8.95,15.153846153846153
15-16,Levante,2015-09-20 22:30:00,a,18.58823529411765,4.8125
15-16,Levante,2015-09-23 22:00:00,h,5.5,5.5476190476190474
15-16,Levante,2015-09-27 20:15:00,a,19.692307692307693,6.6
15-16,Levante,2015-10-04 20:15:00,h,8.96,6.4
15-16,Levante,2015-10-17 18:00:00,a,31.2,7.15625
15-16,Levante,2015-10-25 15:00:00,h,3.8275862068965516,5.375
15-16,Levante,2015-10-31 21:15:00,a,8.928571428571429,5.541666666666667
15-16,Levante,2015-11-07 21:15:00,h,7.375,14.266666666666667
15-16,Levante,2015-11-22 15:00:00,a,10.571428571428571,10.68421052631579
15-16,Levante,2015-11-27 23:30:00,h,8.714285714285714,8.8
15-16,Levante,2015-12-07 23:30:00,a,9.11111111111111,5.285714285714286
15-16,Levante,2015-12-12 21:15:00,h,4.040816326530612,4.5
15-16,Levante,2015-12-20 21:15:00,a,9.4,5.341463414634147
15-16,Levante,2015-12-30 19:00:00,h,6.206896551724138,4.9655172413793105
15-16,Levante,2016-01-02 23:30:00,a,7.925925925925926,5.918918918918919
15-16,Levante,2016-01-10 01:05:00,h,10.045454545454545,5.107142857142857
15-16,Levante,2016-01-16 21:15:00,a,8.96774193548387,6.2
15-16,Levante,2016-01-25 23:30:00,h,10.588235294117647,5.142857142857143
15-16,Levante,2016-01-31 15:00:00,a,13.0,11.272727272727273
15-16,Levante,2016-02-07 15:00:00,h,12.857142857142858,3.642857142857143
15-16,Levante,2016-02-14 21:15:00,a,8.380952380952381,7.354838709677419
15-16,Levante,2016-02-19 23:30:00,h,8.173913043478262,5.7407407407407405
15-16,Levante,2016-02-28 15:00:00,a,10.466666666666667,10.137931034482758
15-16,Levante,2016-03-03 00:00:00,h,11.956521739130435,8.7
15-16,Levante,2016-03-06 21:15:00,a,8.56,5.472222222222222
15-16,Levante,2016-03-13 15:00:00,h,8.11111111111111,8.95
15-16,Levante,2016-03-19 23:30:00,a,10.277777777777779,13.375
15-16,Levante,2016-04-04 22:30:00,h,6.625,8.652173913043478
15-16,Levante,2016-04-10 00:05:00,a,6.9375,7.264705882352941
15-16,Levante,2016-04-15 22:30:00,h,9.722222222222221,7.88
15-16,Levante,2016-04-21 23:00:00,a,10.272727272727273,9.75
15-16,Levante,2016-04-24 14:00:00,h,11.380952380952381,9.0
15-16,Levante,2016-05-02 22:30:00,a,8.407407407407407,7.5
15-16,Levante,2016-05-08 19:00:00,h,12.75,13.958333333333334
15-16,Levante,2016-05-15 21:30:00,a,18.823529411764707,9.25925925925926
15-16,Celta Vigo,2015-08-24 00:00:00,a,4.0344827586206895,28.333333333333332
15-16,Celta Vigo,2015-08-30 00:00:00,h,6.21875,30.214285714285715
15-16,Celta Vigo,2015-09-13 20:15:00,h,4.0,19.789473684210527
15-16,Celta Vigo,2015-09-20 14:00:00,a,5.470588235294118,9.2
15-16,Celta Vigo,2015-09-23 22:00:00,h,7.3428571428571425,7.791666666666667
15-16,Celta Vigo,2015-09-27 00:05:00,a,3.28125,7.568181818181818
15-16,Celta Vigo,2015-10-02 22:30:00,h,3.257142857142857,11.321428571428571
15-16,Celta Vigo,2015-10-18 14:00:00,a,4.777777777777778,17.94736842105263
15-16,Celta Vigo,2015-10-24 18:00:00,h,6.7894736842105265,12.083333333333334
15-16,Celta Vigo,2015-11-01 01:05:00,a,4.592592592592593,10.583333333333334
15-16,Celta Vigo,2015-11-07 19:00:00,h,5.375,7.733333333333333
15-16,Celta Vigo,2015-11-22 01:05:00,a,5.2592592592592595,7.078947368421052
15-16,Celta Vigo,2015-11-29 01:05:00,h,6.0,14.956521739130435
15-16,Celta Vigo,2015-12-06 01:05:00,a,8.375,5.892857142857143
15-16,Celta Vigo,2015-12-12 21:15:00,h,8.478260869565217,5.666666666666667
15-16,Celta Vigo,2015-12-20 21:15:00,a,5.638888888888889,6.53125
15-16,Celta Vigo,2015-12-30 23:30:00,h,5.071428571428571,11.35483870967742
15-16,Celta Vigo,2016-01-03 01:05:00,a,7.125,6.878787878787879
15-16,Celta Vigo,2016-01-10 23:30:00,h,4.583333333333333,8.131578947368421
15-16,Celta Vigo,2016-01-16 21:15:00,h,6.2,8.96774193548387
15-16,Celta Vigo,2016-01-24 01:05:00,a,5.7,3.4838709677419355
15-16,Celta Vigo,2016-01-31 21:15:00,a,8.088235294117647,5.394736842105263
15-16,Celta Vigo,2016-02-07 21:15:00,h,3.4615384615384617,14.91304347826087
15-16,Celta Vigo,2016-02-14 23:30:00,a,9.606060606060606,4.878787878787879
15-16,Celta Vigo,2016-02-21 01:05:00,h,5.107142857142857,9.277777777777779
15-16,Celta Vigo,2016-02-27 21:15:00,a,7.52,7.208333333333333
15-16,Celta Vigo,2016-03-02 23:00:00,h,5.392857142857143,20.58823529411765
15-16,Celta Vigo,2016-03-05 19:00:00,a,19.0,9.961538461538462
15-16,Celta Vigo,2016-03-12 21:15:00,h,9.222222222222221,6.689655172413793
15-16,Celta Vigo,2016-03-20 21:15:00,a,6.0,6.342105263157895
15-16,Celta Vigo,2016-04-03 00:05:00,h,4.6923076923076925,12.826086956521738
15-16,Celta Vigo,2016-04-10 14:00:00,a,6.25,13.476190476190476
15-16,Celta Vigo,2016-04-17 00:05:00,h,5.52,22.5
15-16,Celta Vigo,2016-04-19 22:00:00,a,4.888888888888889,9.473684210526315
15-16,Celta Vigo,2016-04-25 22:30:00,h,7.947368421052632,14.318181818181818
15-16,Celta Vigo,2016-05-01 14:00:00,a,9.043478260869565,6.36
15-16,Celta Vigo,2016-05-08 19:00:00,h,7.538461538461538,12.076923076923077
15-16,Celta Vigo,2016-05-14 21:30:00,a,7.6923076923076925,8.675675675675675
15-16,Real Betis,2015-08-24 00:30:00,h,2.3125,5.413793103448276
15-16,Real Betis,2015-08-30 00:30:00,a,25.76923076923077,5.7272727272727275
15-16,Real Betis,2015-09-13 00:00:00,h,7.884615384615385,5.541666666666667
15-16,Real Betis,2015-09-19 20:15:00,a,12.894736842105264,3.8076923076923075
15-16,Real Betis,2015-09-25 00:05:00,h,5.68,9.6875
15-16,Real Betis,2015-09-27 14:00:00,a,13.952380952380953,6.233333333333333
15-16,Real Betis,2015-10-04 14:00:00,a,10.583333333333334,2.911764705882353
15-16,Real Betis,2015-10-18 00:05:00,h,4.0,6.588235294117647
15-16,Real Betis,2015-10-24 20:15:00,a,5.48,7.181818181818182
15-16,Real Betis,2015-11-01 23:30:00,h,6.642857142857143,7.72
15-16,Real Betis,2015-11-08 01:05:00,a,9.095238095238095,3.75
15-16,Real Betis,2015-11-22 23:30:00,h,11.76,8.185185185185185
15-16,Real Betis,2015-11-27 23:30:00,a,8.8,8.714285714285714
15-16,Real Betis,2015-12-06 01:05:00,h,5.892857142857143,8.375
15-16,Real Betis,2015-12-13 01:05:00,a,12.56,6.153846153846154
15-16,Real Betis,2015-12-19 23:30:00,h,6.066666666666666,3.8076923076923075
15-16,Real Betis,2015-12-30 23:30:00,a,11.551724137931034,5.15625
15-16,Real Betis,2016-01-03 19:00:00,h,5.709677419354839,7.935483870967742
15-16,Real Betis,2016-01-09 21:15:00,a,5.176470588235294,5.931034482758621
15-16,Real Betis,2016-01-16 23:30:00,a,11.625,9.121212121212121
15-16,Real Betis,2016-01-24 23:30:00,h,12.0,6.484848484848484
15-16,Real Betis,2016-01-31 01:05:00,a,22.7,7.527777777777778
15-16,Real Betis,2016-02-07 19:00:00,h,5.128205128205129,3.8157894736842106
15-16,Real Betis,2016-02-14 01:05:00,a,7.904761904761905,5.78125
15-16,Real Betis,2016-02-20 23:30:00,h,4.121951219512195,6.0
15-16,Real Betis,2016-02-27 23:30:00,h,6.743589743589744,4.206896551724138
15-16,Real Betis,2016-03-03 23:30:00,a,10.444444444444445,4.764705882352941
15-16,Real Betis,2016-03-06 15:00:00,h,15.4375,7.173913043478261
15-16,Real Betis,2016-03-13 21:15:00,a,12.428571428571429,6.844444444444444
15-16,Real Betis,2016-03-20 01:05:00,h,5.823529411764706,10.473684210526315
15-16,Real Betis,2016-04-02 18:00:00,a,11.222222222222221,7.102564102564102
15-16,Real Betis,2016-04-10 00:05:00,h,7.264705882352941,6.9375
15-16,Real Betis,2016-04-17 00:05:00,a,22.5,5.52
15-16,Real Betis,2016-04-19 23:00:00,h,13.304347826086957,16.6
15-16,Real Betis,2016-04-24 18:00:00,a,11.736842105263158,4.3
15-16,Real Betis,2016-04-30 22:30:00,h,36.0,5.2
15-16,Real Betis,2016-05-08 19:00:00,a,26.5,5.942857142857143
15-16,Real Betis,2016-05-15 21:30:00,h,8.047619047619047,9.21875
15-16,Villarreal,2015-08-24 00:30:00,a,5.413793103448276,2.3125
15-16,Villarreal,2015-08-28 22:30:00,h,6.1875,12.761904761904763
15-16,Villarreal,2015-09-13 14:00:00,a,4.945945945945946,5.0
